Site_ID,Technology,Vendor,Region,RRC_Success_Rate,ERAB_Drop_Rate,DL_Throughput,UL_Throughput,PRB_Utilization_DL,PRB_Utilization_UL,RSRP_Avg,RSRQ_Avg,SINR_Avg,CQI_Avg,Critical_Alarms_Count,Major_Alarms_Count,VSWR_Alarm,GPS_Sync_Alarm,Transmission_Alarm,CPU_Utilization,Memory_Usage,DL_User_Count,UL_User_Count,Cell_Health
SITE_124,4G,Nokia,Delhi,98.39913863,2.722528845,105.8655746,29.86198446,16.77712902,79.57132758,-109.1617981,-11.11357847,13.29004871,10.02541201,2,7,1,1,1,6.543651263,12.56516172,7,191,0
SITE_125,4G,Ericsson,UPE,86.80546775,1.02230443,93.56175595,46.99457585,43.82672187,29.68076026,-90.86215596,-15.04300182,22.36834159,4.890136602,2,8,0,0,1,78.81382928,13.64647897,219,74,0
SITE_126,3G,Ericsson,Chennai,92.52188521,1.276545383,33.97698434,18.14286482,83.8490183,11.970913,-77.74946663,-15.4627121,0.447679747,14.95341652,3,8,1,0,0,84.18182516,37.56112045,116,140,0
SITE_127,3G,Ericsson,Mumbai,86.73942216,1.47847337,13.05112976,12.94629495,10.64278736,30.37191334,-118.2125698,-4.198403009,8.717941643,13.50573291,1,5,1,0,0,82.14803009,17.0215651,196,28,0
SITE_128,4G,Nokia,UPE,86.57540844,2.969012404,87.42741028,33.13926234,51.10575336,62.15075792,-119.4132372,-17.06841139,12.15014878,8.187329048,3,1,0,1,1,38.75489482,48.34208642,51,71,0
SITE_129,5G,Nokia,Delhi,72.8245573,0.164048121,99.46977408,10.74188899,39.63075538,32.94461084,-115.4926254,-10.14624821,-1.135667581,12.55449799,1,6,1,0,0,46.57995566,68.29685481,225,8,0
SITE_130,4G,Nokia,UPW,80.30989578,3.180212344,35.56331016,16.43551485,14.72335391,28.63953424,-87.8603963,-10.55607384,9.682979827,12.42148733,0,2,0,1,1,6.114948971,55.3519388,191,228,1
SITE_131,4G,Nokia,UPE,78.47292696,1.821771192,85.68614984,12.00551956,50.5212658,20.6769912,-68.73269501,-7.426431361,6.077562274,14.08718558,0,6,0,1,1,40.94558132,25.71455273,54,5,0
SITE_132,4G,Nokia,UPE,81.72185097,1.476209012,129.1915434,4.388524818,32.92738366,47.28889628,-119.706932,-11.51287057,-3.754624897,12.77293381,1,8,1,0,0,46.43841401,62.384904,201,38,0
SITE_133,4G,Ericsson,UPW,93.95032565,4.397482854,126.0845621,41.54743834,41.66963509,28.45565039,-63.80032172,-15.37114377,-0.214260904,10.0115093,1,9,0,0,1,86.62768638,64.78835833,220,113,1
SITE_134,3G,Huawei,UPE,81.15798004,2.300011978,139.4665012,13.4724866,73.50537743,67.13587968,-113.6232893,-17.12025951,21.74128881,9.530252065,1,9,0,0,0,85.45889064,84.59567645,225,13,0
SITE_135,4G,Ericsson,Delhi,83.55090458,0.475265228,58.05344239,24.17834766,56.93958855,11.51290417,-69.48098832,-9.44608034,-4.368673167,7.543002037,1,1,1,0,1,91.94873577,21.74375179,94,67,1
SITE_136,5G,Nokia,Delhi,81.92144171,4.13373384,51.11718802,3.122448389,21.21826861,61.44280781,-91.0287141,-7.777157133,27.69886547,9.77079896,2,5,1,1,1,84.65944866,65.38689319,236,208,0
SITE_137,5G,Ericsson,UPW,72.80223916,0.238206287,113.6667709,35.26763385,96.52730864,25.19260124,-80.43855676,-10.31813826,-1.975137864,12.13303221,3,5,0,1,0,5.738063848,82.91417751,262,14,0
SITE_138,4G,Nokia,Chennai,83.23216475,3.633746121,67.51129874,17.19748911,67.23196891,46.58873719,-89.35902093,-7.448028289,22.9733333,14.56652677,2,8,1,1,1,62.73147671,50.12513227,157,142,0
SITE_139,3G,Nokia,Mumbai,75.86827819,3.869531109,17.69455628,37.49209966,78.92815831,29.31764337,-91.37710649,-17.59413956,26.45157893,7.542023015,3,8,1,1,0,11.14139148,38.94397439,260,182,1
SITE_140,3G,Ericsson,Chennai,75.60169887,1.76301303,46.00616395,21.20774996,17.1291835,66.43533746,-69.9060343,-4.998006686,27.93974547,9.031144842,3,4,1,1,1,29.53348577,23.65995954,262,48,1
SITE_141,4G,Nokia,UPE,72.82108313,4.123939281,65.6944314,10.59202471,14.23525415,85.35109842,-74.64681723,-10.09927636,25.36169582,7.227276931,3,4,1,1,1,57.04768665,79.34295092,69,122,0
SITE_142,4G,Huawei,Mumbai,80.70012922,2.578297029,47.41488169,26.14557903,11.75032453,82.95152625,-90.99586581,-17.84365324,5.06425138,10.35884069,2,8,0,1,1,68.05524366,41.53970999,194,180,0
SITE_143,4G,Nokia,UPW,92.72445654,2.316468266,53.16980779,7.394723422,26.9914625,54.59122829,-113.3018442,-12.14727153,6.658049597,9.818887057,1,7,0,1,1,63.91688233,83.99059546,95,219,0
SITE_144,4G,Huawei,UPW,78.29325072,0.227016407,47.5975064,22.58641883,47.29675579,44.32187578,-113.0758224,-5.638540456,9.929099451,1.249673063,2,6,1,1,0,9.415253067,77.82066385,177,10,0
SITE_145,4G,Huawei,Mumbai,79.37047306,1.450145968,11.01737924,16.54796839,94.22435201,74.5555433,-71.90763236,-4.741442711,-0.124615871,8.576261827,2,7,0,1,1,14.32434826,40.13118814,251,220,0
SITE_146,5G,Nokia,Delhi,89.28023973,4.655049854,97.37873162,45.68601963,51.13536933,63.08274082,-88.23656272,-15.50095842,-4.220464073,2.23881654,3,5,1,0,1,16.57281316,55.91314472,260,125,0
SITE_147,5G,Ericsson,Mumbai,75.87522438,1.959119816,91.60740095,3.985507364,36.12295948,20.60294971,-91.10465159,-7.90848098,25.4192565,1.369370652,0,2,1,0,1,13.22729391,12.1739229,120,156,0
SITE_148,4G,Huawei,UPE,96.90873791,2.733502603,99.74060728,35.00685329,60.57417282,74.77813316,-79.16598952,-18.30025079,14.39450507,12.07676027,0,6,0,0,0,21.04109809,31.05771223,53,217,0
SITE_149,4G,Ericsson,Delhi,85.6057157,2.660108395,32.88493492,9.954807133,20.07411203,41.4551731,-68.469505,-19.42972019,16.30530298,4.62109807,2,7,0,1,0,66.96390122,66.82182789,231,238,1
SITE_150,3G,Huawei,UPW,83.42808821,2.952155449,47.86990853,16.63320864,64.85553019,21.0637811,-82.26761134,-10.47321779,27.44459662,5.769171082,3,7,0,0,0,79.7753526,64.23287567,73,99,0
SITE_151,4G,Nokia,Mumbai,86.73460576,0.306654778,94.84430941,21.36018909,61.15887589,28.95277478,-74.22912586,-8.187931151,18.27920623,1.897184226,2,0,0,1,0,41.79325011,38.26955676,130,115,0
SITE_152,4G,Nokia,Chennai,74.9810294,1.810881274,91.94599743,45.49273938,81.27937301,27.73979757,-74.08376855,-6.47162557,19.17987265,3.513003647,2,6,1,1,1,67.35033558,74.68864255,217,190,0
SITE_153,4G,Huawei,Chennai,88.40419416,3.615641369,78.41789486,12.88633504,98.80188505,49.13259284,-98.62431307,-14.21632395,22.5439027,11.71846746,1,2,1,0,1,23.00146351,28.86688415,57,109,0
SITE_154,3G,Nokia,UPE,80.8930221,1.002801255,55.80992125,5.474131325,32.57861245,24.92145771,-103.5550083,-19.88906802,-0.927804255,7.909431623,3,1,0,1,1,92.59521365,46.90164265,116,68,1
SITE_155,4G,Huawei,Chennai,96.91559023,1.017891888,137.3749957,16.6157906,55.86908057,15.50315143,-71.93015597,-11.84817297,7.605675362,13.32935848,0,1,1,0,0,36.49977706,47.80245082,163,226,0
SITE_156,5G,Nokia,Mumbai,75.0656262,0.050453033,54.26668513,6.129122556,91.79788657,15.5137223,-97.36927249,-19.73048973,28.88727747,6.561389841,0,7,0,1,0,81.12802156,37.26534151,244,188,0
SITE_157,5G,Ericsson,Mumbai,85.21153312,2.187409633,71.06477768,7.301227812,80.6670896,54.57847676,-65.79983961,-18.43626332,27.30255273,4.761810301,0,8,0,1,1,90.08297354,86.37328809,154,230,0
SITE_158,4G,Nokia,Chennai,87.94337888,4.413671903,103.3265055,29.1186793,53.86656728,67.45453955,-115.8185582,-14.44628662,25.94263537,5.866397402,2,2,0,0,1,82.82425666,65.73472268,143,214,1
SITE_159,5G,Ericsson,Mumbai,71.00150805,0.259504718,83.73810748,3.984194722,95.08344847,32.33030575,-116.5069493,-12.56807516,10.82309786,10.97880511,3,2,1,0,1,11.03608864,53.13594683,117,144,0
SITE_160,4G,Nokia,UPE,80.91079374,0.955593547,55.29846657,2.515613188,15.15130242,7.945310334,-64.37975039,-15.2490195,25.00175338,8.770079413,1,5,1,0,0,63.52764416,50.84120747,147,167,0
SITE_161,5G,Ericsson,Delhi,91.97905704,1.550422692,68.16849462,36.00629097,93.78987577,15.81411539,-81.09270515,-10.10829047,-3.306144132,13.65867691,0,9,0,0,1,15.80816359,22.7436874,142,75,0
SITE_162,5G,Nokia,UPE,94.61132522,3.658623683,120.1997186,18.72070765,14.54566531,82.74903763,-97.22403861,-19.05905358,0.198109849,9.430362771,3,0,0,0,1,5.509670047,39.77495177,35,237,0
SITE_163,5G,Ericsson,UPE,79.39485984,3.203177964,45.32872755,7.143392112,59.25742697,46.95121107,-74.69637511,-17.54214493,9.488869447,7.902254919,0,5,0,0,0,9.660509955,63.82186518,297,108,0
SITE_164,4G,Huawei,Mumbai,93.95779817,2.079719523,25.62700977,13.42702577,90.13968532,43.55368882,-79.6603914,-8.180607187,11.91872233,12.00053813,1,2,0,1,0,87.45342768,83.96561757,112,93,0
SITE_165,3G,Huawei,Delhi,99.03267631,3.795344696,50.40866427,32.46223886,33.64488492,8.234180156,-88.12793719,-17.58360549,4.222750373,14.26547391,3,3,1,1,1,86.76171628,75.31712475,288,10,1
SITE_166,4G,Ericsson,Mumbai,95.70621808,3.048155058,128.1824612,14.50129179,52.50236491,66.9341469,-114.0675994,-9.123821573,7.47668348,5.981842757,2,8,1,1,0,25.3241949,34.03118432,163,197,1
SITE_167,4G,Nokia,UPW,73.52931964,4.480203998,17.90350865,25.23153513,39.18959912,49.88578688,-71.26922476,-19.07036145,0.697163536,4.498266942,2,2,0,1,1,54.23550933,44.71653006,18,114,0
SITE_168,4G,Ericsson,Mumbai,92.19190996,4.090133746,148.7959306,6.96307003,95.69295254,22.17687957,-68.03860856,-13.07450125,12.11969111,9.627043548,0,0,0,0,1,90.9525436,16.63340166,126,212,0
SITE_169,5G,Nokia,Mumbai,79.59000497,1.26406803,83.44542034,29.81658824,84.12810353,14.35626962,-109.6698787,-16.98403901,22.78451525,7.984219496,0,2,1,1,1,49.70355167,18.17378584,219,192,0
SITE_170,5G,Huawei,Mumbai,99.65247968,1.357192888,147.8026329,16.48780651,73.81013602,37.58796841,-68.96930088,-18.1361832,18.14761378,14.84859805,3,6,0,1,1,40.42200381,47.61843096,276,116,0
SITE_171,4G,Nokia,Delhi,84.56076949,0.626782379,141.1544812,31.72145329,62.8864288,76.15876696,-67.32916134,-10.36044268,-1.227271342,7.473064978,1,6,1,0,0,48.49238246,52.41755255,29,200,0
SITE_172,5G,Huawei,Mumbai,73.67301695,1.684823629,70.65798856,40.61134923,83.85326104,78.55003753,-87.03428326,-4.218291876,12.06535612,2.040641719,0,4,1,1,0,76.11941854,31.12216766,298,161,0
SITE_173,4G,Nokia,Delhi,91.75556644,4.997719594,33.78120582,30.97067455,45.30403374,56.24194233,-80.62925783,-19.06862019,19.4176234,14.68316685,3,0,0,0,0,47.95498693,61.42261513,173,170,0
SITE_174,5G,Nokia,Chennai,79.69033595,2.028755843,28.9082926,15.49163057,50.27966696,66.84059631,-97.0657608,-12.83357778,13.54633538,12.81021724,1,7,1,0,1,75.49499132,66.27045485,107,243,0
SITE_175,4G,Nokia,UPW,99.91234471,1.102442173,39.79845776,13.53144138,75.7001549,14.78824193,-103.0925011,-7.971897558,8.708645879,3.495502015,0,9,1,0,1,43.85277011,33.92929053,44,224,0
SITE_176,5G,Ericsson,Delhi,99.39347374,3.812414422,107.9692329,17.04362698,42.1979287,54.99071556,-76.68101118,-12.13430686,16.76700474,13.66447354,0,7,1,1,1,27.68051041,70.67397806,239,154,0
SITE_177,4G,Ericsson,Chennai,89.68402054,2.712355017,44.57774924,9.066405149,15.75108478,61.6920848,-68.28749106,-6.289568916,28.90235329,5.769335492,3,9,1,0,0,34.38254568,26.44839352,93,131,0
SITE_178,3G,Huawei,Delhi,73.89479347,0.748007248,54.50666409,9.877420692,16.6901148,22.06059165,-80.75534682,-16.94602963,-1.678223158,6.279567783,0,9,0,1,0,12.00411182,53.54011018,104,140,1
SITE_179,4G,Huawei,Delhi,90.60582993,1.903448406,70.07292658,39.74386399,20.38265212,79.8131523,-89.30456336,-3.686898515,8.650562126,13.68948075,2,9,1,1,1,49.764303,74.34248748,148,67,0
SITE_180,4G,Ericsson,UPW,72.79091459,2.072348578,137.4187387,19.85189625,88.2713191,21.57472269,-110.464514,-13.45223533,9.231204857,8.42161791,1,1,1,1,0,18.32998324,52.96072685,86,228,1
SITE_181,4G,Huawei,UPE,70.88092477,3.769148503,32.46204559,22.36376385,52.50037832,31.64557559,-116.7924772,-14.19331624,15.19385587,2.928681012,1,9,1,0,0,78.03923057,82.63701748,81,229,0
SITE_182,3G,Ericsson,UPE,94.68875339,0.103356844,5.728850128,30.10842381,74.15941324,57.747332,-93.25849259,-5.131701493,0.326111066,6.166786231,2,2,0,0,0,42.85315167,14.68009863,63,145,1
SITE_183,3G,Nokia,Delhi,76.29258843,1.345098234,13.7139795,29.89302126,45.3618402,59.25975554,-117.0390262,-10.41426046,1.182506045,11.10936425,3,3,0,0,0,73.85020916,57.06510764,233,159,0
SITE_184,4G,Huawei,Mumbai,81.37081379,2.587981507,136.1911195,4.301466705,33.28398527,64.44770298,-85.83992209,-11.22044619,4.98764851,3.438578633,2,0,0,1,1,90.90143848,54.9404362,95,150,1
SITE_185,5G,Huawei,Chennai,99.2037217,1.344233712,98.8898874,41.74549853,41.24729508,14.52099561,-97.03624852,-7.641375368,28.45545151,9.263236764,2,3,1,1,0,81.45301547,62.82826628,5,22,0
SITE_186,3G,Ericsson,Mumbai,80.10521506,3.142170237,44.5908898,9.689001108,81.47641108,77.20447654,-74.56865282,-10.14281795,20.69380034,10.73383786,1,4,0,0,1,90.63173118,76.67254709,273,81,0
SITE_187,5G,Huawei,Mumbai,78.89469344,2.409337396,30.69291265,36.43051017,66.26945125,50.29200624,-101.6610902,-17.23723404,18.15926556,5.813950058,3,2,0,1,0,56.11428742,68.06824675,290,218,0
SITE_188,5G,Huawei,Delhi,97.54623999,1.808551274,47.66867681,38.86087842,94.3875802,45.0623525,-84.42103794,-8.538640411,23.59351906,10.71432964,0,9,0,0,1,19.87919906,73.22261883,201,194,0
SITE_189,4G,Nokia,Delhi,73.32245336,4.746043134,21.64555445,36.03007717,71.17343007,88.39329808,-87.73898869,-17.73102905,-0.534823588,13.37890293,2,1,1,0,1,89.18563588,33.10533806,278,146,0
SITE_190,4G,Huawei,Delhi,92.7874723,3.160797496,141.522272,29.36990468,61.31634686,67.93215524,-119.7172545,-6.300419009,25.07664869,7.609634419,2,5,0,1,0,83.16539515,40.99979029,82,143,0
SITE_191,3G,Nokia,Delhi,99.641967,0.649706861,118.7098953,1.715840858,64.91764081,15.03051226,-115.6566361,-3.174477839,15.81914499,6.360730595,3,7,0,1,1,82.7971692,60.14215792,145,107,0
SITE_192,3G,Ericsson,UPE,97.03888032,2.800458487,72.04672065,18.65839913,94.81342955,69.30582921,-102.5779073,-13.58441038,6.736515261,4.516217619,2,6,0,0,1,67.39469847,54.27691775,292,246,0
SITE_193,5G,Huawei,Delhi,89.55003756,3.903659266,130.4195777,30.63713204,80.93808369,13.09615939,-67.06589514,-12.43914973,23.55493395,9.458876718,3,0,1,1,0,61.2424636,86.88831,75,121,0
SITE_194,4G,Nokia,UPE,79.42182385,3.542448487,41.17143962,19.9851135,12.16371136,7.334997814,-111.1791027,-19.21062786,23.0897587,13.31792867,0,3,1,0,1,6.325150268,24.94675999,54,218,0
SITE_195,4G,Ericsson,UPE,77.62965944,0.860446146,108.9824824,43.31051485,58.07257265,39.3082011,-77.34634017,-19.7665358,24.59980036,5.545257741,3,2,0,0,0,72.32486622,38.1022698,84,232,0
SITE_196,5G,Huawei,Delhi,94.57765315,4.862099995,129.1392124,16.13131149,71.95045704,89.45414469,-61.59800603,-4.335871307,-0.956873496,6.547297344,0,5,0,1,1,13.23816057,55.82041866,239,21,1
SITE_197,3G,Ericsson,UPW,96.39465742,2.244068229,56.73146319,15.38320483,77.38286306,19.86513458,-72.56594684,-17.81339097,28.92764357,6.692757246,3,8,0,0,0,28.37758425,79.43710159,291,183,1
SITE_198,3G,Huawei,Chennai,85.76304738,0.795125019,114.8323446,14.03388696,29.18279074,62.1747692,-105.4232783,-12.42176129,28.58691538,8.851372785,2,8,1,1,0,54.63412658,84.34788198,159,228,1
SITE_199,5G,Ericsson,Mumbai,77.33019822,0.900978771,47.78549064,17.30626258,88.0459619,19.73866563,-65.49808438,-6.138971394,7.511437593,4.197725462,0,6,1,0,0,45.65593264,36.88290647,64,18,1
SITE_200,5G,Ericsson,UPE,73.38829625,0.491174961,48.33428461,28.31284325,96.02588325,66.60689287,-114.4135706,-4.881581081,-2.693709363,12.51095617,2,8,0,1,0,6.419695079,15.36867692,37,238,0
SITE_201,4G,Nokia,Chennai,72.61538403,4.017590542,20.52329089,35.64374942,31.30437753,47.9550618,-91.91148349,-11.17023935,0.846948431,5.138431885,0,7,1,1,0,79.15865526,43.72957583,131,61,1
SITE_202,4G,Ericsson,UPW,91.57232342,0.610152472,68.80841674,33.46582797,89.43539118,62.79759536,-66.74748554,-10.39444708,29.74907889,10.87507767,3,4,0,0,1,84.09208623,41.54753146,225,97,0
SITE_203,3G,Huawei,Mumbai,82.60356184,0.625626286,110.8082264,40.57817318,18.72808863,22.24421995,-81.52405744,-8.615372468,14.70545301,8.185020385,3,8,1,1,1,66.36856491,88.91896543,204,138,0
SITE_204,5G,Huawei,Mumbai,97.16079623,4.252358074,141.3320168,44.40978578,15.01361525,68.37840826,-95.18132612,-3.656498008,7.481762959,9.202566447,3,6,0,1,0,53.69610728,44.48489954,130,118,1
SITE_205,4G,Nokia,UPE,92.19013902,1.723020422,92.55056383,40.98787307,21.63014201,89.62762007,-102.431228,-9.754610664,5.087094285,3.514522344,1,4,1,0,1,91.4664055,34.45783994,45,189,0
SITE_206,4G,Huawei,Delhi,75.73781254,0.154289522,130.154653,1.928324765,15.19669715,61.58029255,-97.49403568,-10.48892059,3.994710736,11.29032477,1,7,0,1,1,15.7960587,39.23018996,279,136,0
SITE_207,5G,Huawei,UPW,88.41332256,0.259476498,124.2617241,37.05997972,86.05110134,46.94579984,-89.46349314,-19.7529197,18.24534678,3.640687267,0,6,1,0,1,71.41190483,41.75410245,89,143,0
SITE_208,4G,Huawei,UPE,83.06516363,0.710852234,30.13474268,11.21157911,15.314513,83.46978903,-100.8573642,-18.62385507,9.678574103,2.588630927,1,8,0,1,0,16.55245516,75.72323058,93,113,0
SITE_209,4G,Ericsson,UPW,87.31749192,1.06696674,75.44352719,7.513474093,34.44977722,6.34740659,-61.86192828,-10.18808235,28.78937448,8.653512998,3,9,0,0,0,39.3660319,16.48119143,46,236,0
SITE_210,5G,Ericsson,Delhi,92.1420737,3.325730971,21.95391265,32.28595046,19.33807092,67.04349914,-64.01534082,-4.083913407,18.93450607,10.93015992,1,0,0,0,1,57.69360583,35.32056391,124,206,0
SITE_211,5G,Huawei,Delhi,94.18587643,0.7866314,103.9122084,16.66741657,36.58798327,80.54345393,-67.75971191,-5.266247077,22.72156069,1.70050171,1,8,0,0,0,71.33789215,87.30547935,283,123,0
SITE_212,5G,Nokia,UPE,95.31211979,0.594371956,142.7354519,3.798741005,18.15035208,10.24233961,-94.69020987,-3.296158309,5.2459542,1.971534409,2,6,1,0,0,5.334449024,22.24820038,37,96,0
SITE_213,4G,Ericsson,Delhi,77.61924624,3.823595707,24.87797142,7.743856986,70.12029257,43.25545449,-78.52189384,-11.02682136,-2.228475681,12.23750828,0,0,0,1,1,28.45380977,69.40810572,280,15,0
SITE_214,5G,Nokia,Chennai,70.933468,3.355276419,111.413054,1.045541427,21.99941347,22.40115359,-65.83024158,-6.605174047,12.07379931,12.32645779,0,0,1,0,0,53.43803523,38.5114801,157,103,0
SITE_215,4G,Huawei,Mumbai,92.17884205,2.176621107,96.67453188,45.25795774,86.66613333,53.15404407,-68.97423074,-5.713194365,6.010354129,4.434266039,0,4,1,1,0,52.95863112,56.5428421,94,211,1
SITE_216,4G,Huawei,UPE,73.19031179,2.746548857,89.62273037,2.206281208,83.54719457,60.21115148,-95.14037916,-8.983461825,2.072910775,9.613194839,1,7,0,0,0,62.38637915,17.96384308,108,12,0
SITE_217,5G,Ericsson,UPW,79.44758766,1.559920102,61.56743403,11.26333271,11.22955169,30.72297055,-113.256837,-14.24125163,28.34247458,7.204521052,3,8,0,1,0,32.34682228,34.51293339,16,216,1
SITE_218,5G,Huawei,Chennai,70.11451402,2.412502101,56.49408892,21.39687625,90.615372,44.09844192,-115.4621782,-12.01036661,10.5395875,9.85774458,2,5,0,0,0,53.6476326,50.06919533,164,118,0
SITE_219,3G,Ericsson,UPE,90.45008447,2.533363245,11.56113241,18.47199497,12.60498851,28.74385625,-85.37615729,-5.415409772,1.114800722,13.08030998,0,9,0,1,1,22.08080997,28.53605265,200,191,0
SITE_220,5G,Huawei,Delhi,75.01396034,1.936186356,36.5967627,45.67456797,31.56812065,36.39824898,-81.44232389,-14.92468526,1.952772844,2.117989944,1,7,1,1,0,21.8184993,53.34959544,266,153,0
SITE_221,5G,Huawei,Delhi,89.65847229,4.532861053,7.200647932,2.974158341,12.9150224,18.56089632,-69.00944372,-4.296366768,4.824840986,11.89178196,3,5,1,0,0,56.89075671,27.58074513,95,69,0
SITE_222,4G,Ericsson,Delhi,99.75227852,0.080309325,89.30548031,26.09852068,40.22591383,80.2725527,-102.4490988,-16.0932922,29.97606939,7.902407463,2,5,1,0,1,66.69253265,62.00804421,201,97,0
SITE_223,4G,Ericsson,Delhi,72.18012615,3.910856315,20.3487192,34.34349366,56.24798731,5.850884898,-109.9517706,-7.258220942,4.380402518,8.897777213,2,3,1,0,1,15.835997,82.34834722,73,156,0
SITE_224,4G,Ericsson,UPW,72.31234036,0.621914156,131.5878121,46.65320071,81.69803821,80.00478085,-97.25965001,-9.280493016,6.50806316,10.15503904,0,4,0,1,0,16.05109117,16.83909099,224,162,0
SITE_225,4G,Huawei,Chennai,80.21140278,3.987736803,80.855738,31.39819135,40.41833954,53.59270466,-98.78549258,-7.256809501,18.07648448,13.91672409,0,1,1,1,1,55.87724223,27.32928286,218,108,0
SITE_226,3G,Huawei,Mumbai,95.99159543,3.079559578,106.4550368,40.38400656,73.49410222,33.19091676,-112.0518628,-12.56509127,5.288648174,1.79407935,3,2,0,1,0,29.30861771,77.55384218,150,103,0
SITE_227,4G,Nokia,UPW,76.46589606,4.216390455,64.57427832,5.102521954,26.87540114,66.45985566,-79.66304085,-4.145101937,2.553148787,1.41266893,1,2,0,1,1,40.3159192,60.52427884,237,229,1
SITE_228,3G,Ericsson,UPW,80.8113346,0.487571628,86.28407231,19.91103604,77.55386111,48.15893291,-89.47848356,-9.247972559,0.552301533,3.495664941,3,4,1,0,0,41.06736029,16.29671337,238,88,0
SITE_229,5G,Huawei,Mumbai,72.0551622,2.79490317,141.6855807,19.32340959,31.23969453,47.42423594,-76.73263463,-15.09897132,5.943893276,14.81026816,0,4,1,0,1,21.06975734,48.90800921,218,189,1
SITE_230,5G,Huawei,Mumbai,92.89465874,2.505439401,16.99643575,44.42812261,22.91902803,14.36209405,-98.83853279,-9.146263799,-1.292950863,11.01106914,3,5,1,0,0,5.118317009,26.7806812,65,212,1
SITE_231,5G,Ericsson,Delhi,82.24919028,3.530965915,41.82097693,8.417187392,26.68679653,38.10886221,-100.4578673,-15.1241323,-4.347369475,9.604975667,1,4,1,0,1,81.7836629,25.92771153,82,77,0
SITE_232,5G,Nokia,UPW,92.77746199,2.671452759,118.0983074,8.442422444,26.3856816,25.4904694,-91.64544882,-15.00824934,23.16245941,1.658546748,2,5,1,1,0,69.3501772,85.25162747,99,227,1
SITE_233,4G,Ericsson,UPE,97.10823533,2.703672836,19.316895,17.09934934,56.15765914,6.334151976,-67.35555928,-13.2068253,-0.173677015,13.30754313,2,7,1,1,0,67.14847023,70.92332385,220,149,1
SITE_234,4G,Nokia,Mumbai,76.98289441,2.147979718,15.97086007,3.668836321,86.03178231,35.60846862,-117.5831216,-5.508682901,22.15918974,12.37859595,2,1,0,0,0,54.18546243,65.69844748,217,63,0
SITE_235,5G,Huawei,Mumbai,94.22188091,1.54417212,57.42350282,9.940443992,17.16445693,12.634881,-71.71003096,-11.49493614,22.91398676,10.30720061,2,3,0,1,1,68.08726891,29.11430537,204,35,0
SITE_236,4G,Nokia,Chennai,71.7728167,2.411321806,18.36435398,48.29527229,73.62606866,26.83055321,-97.86074324,-8.458685682,13.82718342,5.747831417,0,5,0,0,1,89.21195398,19.48587464,35,68,0
SITE_237,4G,Huawei,UPE,96.96542165,0.592461794,89.83637412,21.98101305,68.89118137,12.8639128,-68.72285845,-13.33654842,5.838868541,1.987069378,0,4,1,1,0,64.91063626,79.6666097,294,52,0
SITE_238,5G,Ericsson,UPE,89.52305643,4.807566695,37.80991137,31.96894121,88.52679566,13.58003817,-71.86781947,-15.51870752,0.076145681,9.120538831,1,0,0,1,0,28.85822617,10.47036555,139,27,0
SITE_239,4G,Ericsson,Mumbai,96.22680172,3.572053818,134.8762047,36.57945171,31.97328045,21.91596003,-99.07432516,-3.771117268,20.78817874,11.075724,1,8,0,1,0,56.35040466,41.0477139,87,202,1
SITE_240,3G,Ericsson,Delhi,70.00565199,4.762335583,118.6075117,18.98110894,50.50988728,89.98718578,-78.36740788,-9.739118799,16.04854451,2.319364907,1,2,0,1,0,44.8091963,32.20900024,51,162,1
SITE_241,3G,Nokia,Chennai,75.07243211,1.133636912,106.4572549,8.214126646,93.3244637,5.185652143,-110.4220346,-4.122827244,17.94087098,9.872747237,1,1,0,1,1,55.0777218,55.63009603,210,59,0
SITE_242,3G,Huawei,UPE,81.69278162,4.396705101,94.45688397,11.12246979,69.39941051,59.28717407,-66.22310687,-16.54197896,-4.696581855,5.00912495,3,8,0,1,1,51.58494297,30.04067487,81,11,0
SITE_243,4G,Ericsson,Mumbai,81.3850871,4.043949923,130.2025309,16.35005735,44.98915716,17.00571433,-95.73053613,-17.50279921,27.46309555,11.6994191,1,6,0,0,1,82.28977567,34.89642875,263,116,1
SITE_244,4G,Ericsson,UPE,76.80191149,3.385762062,37.34399892,32.1673526,21.82711446,83.25339162,-92.66246308,-5.451010579,-2.679843439,8.554621908,2,4,1,1,0,63.6620093,78.0031884,96,236,0
SITE_245,3G,Huawei,Chennai,81.4483582,3.12514593,131.6007822,20.51574691,33.62365071,12.95879593,-77.65445694,-8.424407386,7.83820598,2.806515029,2,5,1,0,0,21.98826301,58.25510587,104,110,0
SITE_246,4G,Ericsson,Chennai,73.86546136,1.582748326,119.4763833,1.333920197,62.30939297,86.18037091,-70.7495858,-16.82816551,9.094907738,8.371272268,2,3,1,0,1,10.6715101,21.65460219,199,242,0
SITE_247,3G,Huawei,UPW,82.38283388,4.082053925,113.4833198,26.64695207,74.63511528,56.92874294,-105.8194354,-15.42088509,-4.952556643,6.540316087,3,0,0,0,1,43.19274098,68.11772348,196,207,0
SITE_248,3G,Huawei,Mumbai,94.07062987,2.507577307,86.38207332,46.1541562,21.19796982,5.107786538,-80.31899161,-6.388712994,12.39812583,3.524983556,1,3,1,0,1,6.404956003,26.59673612,72,102,0
SITE_249,3G,Huawei,Chennai,84.37210189,0.354457879,40.70540334,40.79180294,63.9637534,80.99061182,-96.48011737,-12.28423346,21.34831481,12.78122014,2,8,1,0,1,33.64676473,44.64039441,246,16,0
